7.0000e-05 4.7511e+00 4.7511e+00 4.7511e+00
7.1414e-05 4.8432e+00 4.8432e+00 4.8432e+00
7.2857e-05 4.9370e+00 4.9370e+00 4.9370e+00
7.4329e-05 5.0327e+00 5.0327e+00 5.0327e+00
7.5830e-05 5.1302e+00 5.1302e+00 5.1302e+00
7.7362e-05 5.2296e+00 5.2296e+00 5.2296e+00
7.8925e-05 5.3309e+00 5.3309e+00 5.3309e+00
8.0519e-05 5.4342e+00 5.4342e+00 5.4342e+00
8.2146e-05 5.5394e+00 5.5394e+00 5.5394e+00
8.3805e-05 5.6467e+00 5.6467e+00 5.6467e+00
8.5498e-05 5.7561e+00 5.7561e+00 5.7561e+00
8.7225e-05 5.8676e+00 5.8676e+00 5.8676e+00
8.8987e-05 5.9813e+00 5.9813e+00 5.9813e+00
9.0785e-05 6.0971e+00 6.0971e+00 6.0971e+00
9.2619e-05 6.2152e+00 6.2152e+00 6.2152e+00
9.4490e-05 6.3356e+00 6.3356e+00 6.3356e+00
9.6399e-05 6.4583e+00 6.4583e+00 6.4583e+00
9.8346e-05 6.5834e+00 6.5834e+00 6.5834e+00
1.0033e-04 6.7108e+00 6.7108e+00 6.7108e+00
1.0236e-04 6.8408e+00 6.8408e+00 6.8408e+00
1.0443e-04 6.9733e+00 6.9733e+00 6.9733e+00
1.0654e-04 7.1083e+00 7.1083e+00 7.1083e+00
1.0869e-04 7.2459e+00 7.2459e+00 7.2459e+00
1.1089e-04 7.3862e+00 7.3862e+00 7.3862e+00
1.1313e-04 7.5292e+00 7.5292e+00 7.5292e+00
1.1541e-04 7.6749e+00 7.6749e+00 7.6749e+00
1.1774e-04 7.8235e+00 7.8235e+00 7.8235e+00
1.2012e-04 7.9749e+00 7.9749e+00 7.9749e+00
1.2255e-04 8.1293e+00 8.1293e+00 8.1293e+00
1.2502e-04 8.2866e+00 8.2866e+00 8.2866e+00
1.2755e-04 8.4470e+00 8.4470e+00 8.4470e+00
1.3012e-04 8.6104e+00 8.6104e+00 8.6104e+00
1.3275e-04 8.7770e+00 8.7770e+00 8.7770e+00
1.3544e-04 8.9469e+00 8.9469e+00 8.9469e+00
1.3817e-04 9.1200e+00 9.1200e+00 9.1200e+00
1.4096e-04 9.2964e+00 9.2964e+00 9.2964e+00
1.4381e-04 9.4762e+00 9.4762e+00 9.4762e+00
1.4672e-04 9.6595e+00 9.6595e+00 9.6595e+00
1.4968e-04 9.8463e+00 9.8463e+00 9.8463e+00
1.5270e-04 1.0037e+01 1.0037e+01 1.0037e+01
1.5579e-04 1.0231e+01 1.0231e+01 1.0231e+01
1.5893e-04 1.0429e+01 1.0429e+01 1.0429e+01
1.6215e-04 1.0630e+01 1.0630e+01 1.0630e+01
1.6542e-04 1.0836e+01 1.0836e+01 1.0836e+01
1.6876e-04 1.1045e+01 1.1045e+01 1.1045e+01
1.7217e-04 1.1259e+01 1.1259e+01 1.1259e+01
1.7565e-04 1.1476e+01 1.1476e+01 1.1476e+01
1.7920e-04 1.1698e+01 1.1698e+01 1.1698e+01
1.8282e-04 1.1924e+01 1.1924e+01 1.1924e+01
1.8651e-04 1.2154e+01 1.2154e+01 1.2154e+01
1.9028e-04 1.2389e+01 1.2389e+01 1.2389e+01
1.9412e-04 1.2628e+01 1.2628e+01 1.2628e+01
1.9805e-04 1.2872e+01 1.2872e+01 1.2872e+01
2.0205e-04 1.3121e+01 1.3121e+01 1.3121e+01
2.0613e-04 1.3374e+01 1.3374e+01 1.3374e+01
2.1029e-04 1.3632e+01 1.3632e+01 1.3632e+01
2.1454e-04 1.3895e+01 1.3895e+01 1.3895e+01
2.1887e-04 1.4163e+01 1.4163e+01 1.4163e+01
2.2330e-04 1.4436e+01 1.4436e+01 1.4436e+01
2.2781e-04 1.4715e+01 1.4715e+01 1.4715e+01
2.3241e-04 1.4998e+01 1.4998e+01 1.4998e+01
2.3710e-04 1.5288e+01 1.5288e+01 1.5288e+01
2.4189e-04 1.5582e+01 1.5582e+01 1.5582e+01
2.4678e-04 1.5882e+01 1.5882e+01 1.5882e+01
2.5176e-04 1.6188e+01 1.6188e+01 1.6188e+01
2.5685e-04 1.6500e+01 1.6500e+01 1.6500e+01
2.6204e-04 1.6818e+01 1.6818e+01 1.6818e+01
2.6733e-04 1.7142e+01 1.7142e+01 1.7142e+01
2.7273e-04 1.7472e+01 1.7472e+01 1.7472e+01
2.7824e-04 1.7808e+01 1.7808e+01 1.7808e+01
2.8386e-04 1.8150e+01 1.8150e+01 1.8150e+01
2.8960e-04 1.8499e+01 1.8499e+01 1.8499e+01
2.9545e-04 1.8855e+01 1.8855e+01 1.8855e+01
3.0142e-04 1.9217e+01 1.9217e+01 1.9217e+01
3.0751e-04 1.9586e+01 1.9586e+01 1.9586e+01
3.1372e-04 1.9962e+01 1.9962e+01 1.9962e+01
3.2006e-04 2.0346e+01 2.0346e+01 2.0346e+01
3.2652e-04 2.0736e+01 2.0736e+01 2.0736e+01
3.3312e-04 2.1134e+01 2.1134e+01 2.1134e+01
3.3985e-04 2.1539e+01 2.1539e+01 2.1539e+01
3.4671e-04 2.1952e+01 2.1952e+01 2.1952e+01
3.5372e-04 2.2373e+01 2.2373e+01 2.2373e+01
3.6086e-04 2.2801e+01 2.2801e+01 2.2801e+01
3.6815e-04 2.3238e+01 2.3238e+01 2.3238e+01
3.7559e-04 2.3682e+01 2.3682e+01 2.3682e+01
3.8318e-04 2.4135e+01 2.4135e+01 2.4135e+01
3.9092e-04 2.4597e+01 2.4597e+01 2.4597e+01
3.9881e-04 2.5067e+01 2.5067e+01 2.5067e+01
4.0687e-04 2.5545e+01 2.5545e+01 2.5545e+01
4.1509e-04 2.6033e+01 2.6033e+01 2.6033e+01
4.2348e-04 2.6530e+01 2.6530e+01 2.6530e+01
4.3203e-04 2.7036e+01 2.7036e+01 2.7036e+01
4.4076e-04 2.7551e+01 2.7551e+01 2.7551e+01
4.4966e-04 2.8076e+01 2.8076e+01 2.8076e+01
4.5875e-04 2.8610e+01 2.8610e+01 2.8610e+01
4.6801e-04 2.9154e+01 2.9154e+01 2.9154e+01
4.7747e-04 2.9708e+01 2.9708e+01 2.9708e+01
4.8711e-04 3.0273e+01 3.0273e+01 3.0273e+01
4.9695e-04 3.0848e+01 3.0848e+01 3.0848e+01
5.0699e-04 3.1433e+01 3.1433e+01 3.1433e+01
5.1723e-04 3.2029e+01 3.2029e+01 3.2029e+01
5.2768e-04 3.2636e+01 3.2636e+01 3.2636e+01
5.3834e-04 3.3253e+01 3.3253e+01 3.3253e+01
5.4922e-04 3.3882e+01 3.3882e+01 3.3882e+01
5.6031e-04 3.4523e+01 3.4523e+01 3.4523e+01
5.7163e-04 3.5175e+01 3.5175e+01 3.5175e+01
5.8318e-04 3.5838e+01 3.5838e+01 3.5838e+01
5.9496e-04 3.6514e+01 3.6514e+01 3.6514e+01
6.0698e-04 3.7202e+01 3.7202e+01 3.7202e+01
6.1924e-04 3.7902e+01 3.7902e+01 3.7902e+01
6.3175e-04 3.8615e+01 3.8615e+01 3.8615e+01
6.4451e-04 3.9340e+01 3.9340e+01 3.9340e+01
6.5753e-04 4.0079e+01 4.0079e+01 4.0079e+01
6.7082e-04 4.0830e+01 4.0830e+01 4.0830e+01
6.8437e-04 4.1595e+01 4.1595e+01 4.1595e+01
6.9819e-04 4.2373e+01 4.2373e+01 4.2373e+01
7.1230e-04 4.3165e+01 4.3165e+01 4.3165e+01
7.2669e-04 4.3971e+01 4.3971e+01 4.3971e+01
7.4137e-04 4.4790e+01 4.4790e+01 4.4790e+01
7.5634e-04 4.5625e+01 4.5625e+01 4.5625e+01
7.7162e-04 4.6473e+01 4.6473e+01 4.6473e+01
7.8721e-04 4.7336e+01 4.7336e+01 4.7336e+01
8.0311e-04 4.8215e+01 4.8215e+01 4.8215e+01
8.1934e-04 4.9108e+01 4.9108e+01 4.9108e+01
8.3589e-04 5.0016e+01 5.0016e+01 5.0016e+01
8.5277e-04 5.0941e+01 5.0941e+01 5.0941e+01
8.7000e-04 5.1880e+01 5.1880e+01 5.1880e+01
8.8758e-04 5.2836e+01 5.2836e+01 5.2836e+01
9.0551e-04 5.3808e+01 5.3808e+01 5.3808e+01
9.2380e-04 5.4796e+01 5.4796e+01 5.4796e+01
