5.0000e-06 3.5813e-24 8.8410e-17 1.5915e+02
5.1048e-06 3.5787e-24 9.1204e-17 1.4955e+02
5.2118e-06 3.5761e-24 9.4086e-17 1.4053e+02
5.3210e-06 3.5735e-24 9.7060e-17 1.3205e+02
5.4326e-06 3.5709e-24 1.0013e-16 1.2408e+02
5.5464e-06 3.5683e-24 1.0329e-16 1.1660e+02
5.6627e-06 3.5657e-24 1.0656e-16 1.0956e+02
5.7814e-06 3.5631e-24 1.0992e-16 1.0295e+02
5.9026e-06 3.5605e-24 1.1340e-16 9.6740e+01
6.0263e-06 3.5579e-24 1.1698e-16 9.0903e+01
6.1526e-06 3.5553e-24 1.2068e-16 8.5418e+01
6.2816e-06 3.5527e-24 1.2449e-16 8.0264e+01
6.4132e-06 3.5501e-24 1.2843e-16 7.5422e+01
6.5477e-06 3.5475e-24 1.3249e-16 7.0871e+01
6.6849e-06 3.5450e-24 1.3668e-16 6.6595e+01
6.8250e-06 3.5424e-24 1.4099e-16 6.2577e+01
6.9681e-06 3.5398e-24 1.4545e-16 5.8801e+01
7.1142e-06 3.7246e-01 4.8690e-05 5.5254e+01
7.2633e-06 3.7999e-01 5.0752e-05 5.1920e+01
7.4155e-06 3.8767e-01 5.2902e-05 4.8787e+01
7.5709e-06 3.9551e-01 5.5143e-05 4.5844e+01
7.7296e-06 4.0351e-01 5.7479e-05 4.3078e+01
7.8917e-06 4.1166e-01 5.9914e-05 4.0479e+01
8.0571e-06 4.1999e-01 6.2452e-05 3.8036e+01
8.2260e-06 4.2848e-01 6.5097e-05 3.5741e+01
8.3984e-06 4.3714e-01 6.7855e-05 3.3585e+01
8.5744e-06 4.4598e-01 7.0729e-05 3.1559e+01
8.7541e-06 4.5499e-01 7.3725e-05 2.9654e+01
8.9376e-06 4.6419e-01 7.6849e-05 2.7865e+01
9.1250e-06 4.7358e-01 8.0104e-05 2.6184e+01
9.3162e-06 4.8315e-01 8.3497e-05 2.4604e+01
9.5115e-06 4.9292e-01 8.7034e-05 2.3120e+01
9.7109e-06 5.0289e-01 9.0721e-05 2.1725e+01
9.9144e-06 5.1305e-01 9.4564e-05 2.0414e+01
1.0122e-05 5.2343e-01 9.8570e-05 1.9182e+01
1.0334e-05 5.3401e-01 1.0275e-04 1.8025e+01
1.0551e-05 5.4480e-01 1.0710e-04 1.6937e+01
1.0772e-05 5.5582e-01 1.1163e-04 1.5915e+01
1.0998e-05 5.6706e-01 1.1636e-04 1.4955e+01
1.1228e-05 5.7852e-01 1.2129e-04 1.4053e+01
1.1464e-05 5.9022e-01 1.2643e-04 1.3205e+01
1.1704e-05 6.0215e-01 1.3179e-04 1.2408e+01
1.1949e-05 6.1432e-01 1.3737e-04 1.1660e+01
1.2200e-05 6.2674e-01 1.4319e-04 1.0956e+01
1.2456e-05 6.3941e-01 1.4925e-04 1.0295e+01
1.2717e-05 6.5234e-01 1.5558e-04 9.6740e+00
