5.23599e-04 1.04230e-01
3.25556e-03 3.18687e-02
5.98751e-03 1.40324e-02
8.71947e-03 7.57204e-03
1.14514e-02 4.65551e-03
1.41834e-02 3.13456e-03
1.69153e-02 2.25586e-03
1.96473e-02 1.70770e-03
2.23793e-02 1.34466e-03
2.51112e-02 1.09240e-03
2.78432e-02 9.10062e-04
3.05751e-02 7.73863e-04
3.33071e-02 6.69251e-04
3.60390e-02 5.86957e-04
3.87710e-02 5.20870e-04
4.15029e-02 4.66831e-04
4.42349e-02 4.21941e-04
4.69669e-02 3.84126e-04
4.96988e-02 3.51873e-04
5.24308e-02 3.24059e-04
5.51627e-02 2.99835e-04
5.78947e-02 2.78549e-04
6.06266e-02 2.59695e-04
6.33586e-02 2.42875e-04
6.60906e-02 2.27770e-04
6.88225e-02 2.14126e-04
7.15545e-02 2.01734e-04
7.42864e-02 1.90424e-04
7.70184e-02 1.80055e-04
7.97503e-02 1.70510e-04
8.24823e-02 1.61691e-04
8.52143e-02 1.53515e-04
8.79462e-02 1.45910e-04
9.06782e-02 1.38817e-04
9.34101e-02 1.32184e-04
9.61421e-02 1.25965e-04
9.88740e-02 1.20121e-04
1.01606e-01 1.14619e-04
1.04338e-01 1.09429e-04
1.07070e-01 1.04525e-04
1.09802e-01 9.98828e-05
1.12534e-01 9.54828e-05
1.15266e-01 9.13066e-05
1.17998e-01 8.73379e-05
1.20730e-01 8.35620e-05
1.23462e-01 7.99660e-05
1.26194e-01 7.65380e-05
1.28926e-01 7.32674e-05
1.31658e-01 7.01444e-05
1.34389e-01 6.71604e-05
1.37121e-01 6.43073e-05
1.39853e-01 6.15778e-05
1.42585e-01 5.89653e-05
1.45317e-01 5.64634e-05
1.48049e-01 5.40667e-05
1.50781e-01 5.17697e-05
1.53513e-01 4.95677e-05
1.56245e-01 4.74560e-05
1.58977e-01 4.54306e-05
1.61709e-01 4.34875e-05
1.64441e-01 4.16230e-05
1.67173e-01 3.98336e-05
1.69905e-01 3.81162e-05
1.72637e-01 3.64675e-05
1.75369e-01 3.48849e-05
1.78101e-01 3.33655e-05
1.80833e-01 3.19068e-05
1.83565e-01 3.05062e-05
1.86297e-01 2.91616e-05
1.89029e-01 2.78707e-05
1.91761e-01 2.66314e-05
1.94493e-01 2.54416e-05
1.97224e-01 2.42996e-05
1.99956e-01 2.32034e-05
2.02688e-01 2.21513e-05
2.05420e-01 2.11417e-05
2.08152e-01 2.01730e-05
2.10884e-01 1.92436e-05
2.13616e-01 1.83521e-05
2.16348e-01 1.74971e-05
2.19080e-01 1.66772e-05
2.21812e-01 1.58912e-05
2.24544e-01 1.51378e-05
2.27276e-01 1.44159e-05
2.30008e-01 1.37242e-05
2.32740e-01 1.30617e-05
2.35472e-01 1.24273e-05
2.38204e-01 1.18201e-05
2.40936e-01 1.12389e-05
2.43668e-01 1.06828e-05
2.46400e-01 1.01509e-05
2.49132e-01 9.64241e-06
2.51864e-01 9.15632e-06
2.54596e-01 8.69184e-06
2.57328e-01 8.24815e-06
2.60059e-01 7.82447e-06
2.62791e-01 7.42004e-06
2.65523e-01 7.03410e-06
2.68255e-01 6.66596e-06
2.70987e-01 6.31490e-06
2.73719e-01 5.98025e-06
2.76451e-01 5.66137e-06
2.79183e-01 5.35762e-06
2.81915e-01 5.06838e-06
2.84647e-01 4.79305e-06
2.87379e-01 4.53108e-06
2.90111e-01 4.28189e-06
2.92843e-01 4.04495e-06
2.95575e-01 3.81975e-06
2.98307e-01 3.60577e-06
3.01039e-01 3.40253e-06
3.03771e-01 3.20958e-06
3.06503e-01 3.02644e-06
3.09235e-01 2.85270e-06
3.11967e-01 2.68792e-06
3.14699e-01 2.53171e-06
3.17431e-01 2.38368e-06
3.20163e-01 2.24346e-06
3.22894e-01 2.11067e-06
3.25626e-01 1.98499e-06
3.28358e-01 1.86607e-06
3.31090e-01 1.75361e-06
3.33822e-01 1.64728e-06
3.36554e-01 1.54680e-06
3.39286e-01 1.45189e-06
3.42018e-01 1.36227e-06
3.44750e-01 1.27768e-06
3.47482e-01 1.19788e-06
3.50214e-01 1.12263e-06
3.52946e-01 1.05170e-06
3.55678e-01 9.84869e-07
3.58410e-01 9.21926e-07
3.61142e-01 8.62674e-07
3.63874e-01 8.06919e-07
3.66606e-01 7.54478e-07
3.69338e-01 7.05176e-07
3.72070e-01 6.58845e-07
3.74802e-01 6.15326e-07
3.77534e-01 5.74464e-07
3.80266e-01 5.36115e-07
3.82998e-01 5.00140e-07
3.85729e-01 4.66406e-07
3.88461e-01 4.34787e-07
3.91193e-01 4.05163e-07
3.93925e-01 3.77420e-07
3.96657e-01 3.51449e-07
3.99389e-01 3.27147e-07
4.02121e-01 3.04417e-07
4.04853e-01 2.83166e-07
4.07585e-01 2.63304e-07
4.10317e-01 2.44750e-07
4.13049e-01 2.27424e-07
4.15781e-01 2.11251e-07
4.18513e-01 1.96160e-07
4.21245e-01 1.82085e-07
4.23977e-01 1.68963e-07
4.26709e-01 1.56733e-07
4.29441e-01 1.45339e-07
4.32173e-01 1.34729e-07
4.34905e-01 1.24851e-07
4.37637e-01 1.15660e-07
4.40369e-01 1.07111e-07
4.43101e-01 9.91615e-08
4.45833e-01 9.17726e-08
4.48564e-01 8.49074e-08
4.51296e-01 7.85310e-08
4.54028e-01 7.26109e-08
4.56760e-01 6.71164e-08
4.59492e-01 6.20189e-08
4.62224e-01 5.72913e-08
4.64956e-01 5.29083e-08
4.67688e-01 4.88463e-08
4.70420e-01 4.50831e-08
4.73152e-01 4.15980e-08
4.75884e-01 3.83715e-08
4.78616e-01 3.53854e-08
4.81348e-01 3.26227e-08
4.84080e-01 3.00677e-08
4.86812e-01 2.77053e-08
4.89544e-01 2.55219e-08
4.92276e-01 2.35045e-08
4.95008e-01 2.16410e-08
4.97740e-01 1.99202e-08
5.00472e-01 1.83318e-08
5.03204e-01 1.68658e-08
5.05936e-01 1.55134e-08
5.08668e-01 1.42660e-08
5.11400e-01 1.31158e-08
5.14131e-01 1.20555e-08
5.16863e-01 1.10783e-08
5.19595e-01 1.01780e-08
5.22327e-01 9.34876e-09
5.25059e-01 8.58510e-09
5.27791e-01 7.88205e-09
5.30523e-01 7.23494e-09
5.33255e-01 6.63945e-09
5.35987e-01 6.09161e-09
5.38719e-01 5.58772e-09
5.41451e-01 5.12435e-09
5.44183e-01 4.69834e-09
5.46915e-01 4.30676e-09
5.49647e-01 3.94692e-09
5.52379e-01 3.61630e-09
5.55111e-01 3.31261e-09
5.57843e-01 3.03371e-09
5.60575e-01 2.77763e-09
5.63307e-01 2.54256e-09
5.66039e-01 2.32682e-09
5.68771e-01 2.12885e-09
5.71503e-01 1.94725e-09
5.74235e-01 1.78069e-09
5.76966e-01 1.62795e-09
5.79698e-01 1.48793e-09
5.82430e-01 1.35959e-09
5.85162e-01 1.24199e-09
5.87894e-01 1.13426e-09
5.90626e-01 1.03558e-09
5.93358e-01 9.45217e-10
5.96090e-01 8.62495e-10
5.98822e-01 7.86785e-10
6.01554e-01 7.17510e-10
6.04286e-01 6.54139e-10
6.07018e-01 5.96184e-10
6.09750e-01 5.43196e-10
6.12482e-01 4.94764e-10
6.15214e-01 4.50507e-10
6.17946e-01 4.10077e-10
6.20678e-01 3.73154e-10
6.23410e-01 3.39444e-10
6.26142e-01 3.08676e-10
6.28874e-01 2.80602e-10
6.31606e-01 2.54993e-10
6.34338e-01 2.31642e-10
6.37070e-01 2.10355e-10
6.39801e-01 1.90957e-10
6.42533e-01 1.73285e-10
6.45265e-01 1.57191e-10
6.47997e-01 1.42540e-10
6.50729e-01 1.29207e-10
6.53461e-01 1.17077e-10
6.56193e-01 1.06046e-10
6.58925e-01 9.60170e-11
6.61657e-01 8.69034e-11
6.64389e-01 7.86241e-11
6.67121e-01 7.11058e-11
6.69853e-01 6.42809e-11
6.72585e-01 5.80878e-11
6.75317e-01 5.24703e-11
6.78049e-01 4.73767e-11
6.80781e-01 4.27600e-11
6.83513e-01 3.85772e-11
6.86245e-01 3.47890e-11
6.88977e-01 3.13596e-11
6.91709e-01 2.82562e-11
6.94441e-01 2.54490e-11
6.97173e-01 2.29107e-11
6.99905e-01 2.06165e-11
7.02636e-01 1.85439e-11
7.05368e-01 1.66721e-11
7.08100e-01 1.49825e-11
7.10832e-01 1.34579e-11
7.13564e-01 1.20829e-11
7.16296e-01 1.08432e-11
7.19028e-01 9.72611e-12
7.21760e-01 8.71987e-12
7.24492e-01 7.81389e-12
7.27224e-01 6.99856e-12
7.29956e-01 6.26512e-12
7.32688e-01 5.60566e-12
7.35420e-01 5.01298e-12
7.38152e-01 4.48057e-12
7.40884e-01 4.00251e-12
7.43616e-01 3.57348e-12
7.46348e-01 3.18861e-12
7.49080e-01 2.84354e-12
7.51812e-01 2.53431e-12
7.54544e-01 2.25733e-12
7.57276e-01 2.00936e-12
7.60008e-01 1.78748e-12
7.62740e-01 1.58905e-12
7.65471e-01 1.41170e-12
7.68203e-01 1.25326e-12
7.70935e-01 1.11180e-12
7.73667e-01 9.85583e-13
7.76399e-01 8.73025e-13
7.79131e-01 7.72710e-13
7.81863e-01 6.83365e-13
7.84595e-01 6.03840e-13
7.87327e-01 5.33103e-13
7.90059e-01 4.70228e-13
7.92791e-01 4.14379e-13
7.95523e-01 3.64807e-13
7.98255e-01 3.20842e-13
8.00987e-01 2.81879e-13
8.03719e-01 2.47377e-13
8.06451e-01 2.16851e-13
8.09183e-01 1.89867e-13
8.11915e-01 1.66035e-13
8.14647e-01 1.45007e-13
8.17379e-01 1.26472e-13
8.20111e-01 1.10150e-13
8.22843e-01 9.57930e-14
8.25575e-01 8.31783e-14
8.28306e-01 7.21073e-14
8.31038e-01 6.24029e-14
8.33770e-01 5.39073e-14
8.36502e-01 4.64798e-14
8.39234e-01 3.99953e-14
8.41966e-01 3.43423e-14
8.44698e-01 2.94218e-14
8.47430e-01 2.51460e-14
8.50162e-01 2.14367e-14
8.52894e-01 1.82248e-14
8.55626e-01 1.54489e-14
8.58358e-01 1.30548e-14
8.61090e-01 1.09945e-14
8.63822e-01 9.22551e-15
8.66554e-01 7.71055e-15
8.69286e-01 6.41659e-15
8.72018e-01 5.31461e-15
8.74750e-01 4.37908e-15
8.77482e-01 3.58758e-15
8.80214e-01 2.92046e-15
8.82946e-01 2.36048e-15
8.85678e-01 1.89260e-15
8.88410e-01 1.50366e-15
8.91141e-01 1.18220e-15
8.93873e-01 9.18258e-16
8.96605e-01 7.03163e-16
8.99337e-01 5.29409e-16
9.02069e-01 3.90500e-16
9.04801e-01 2.80830e-16
9.07533e-01 1.95572e-16
9.10265e-01 1.30580e-16
9.12997e-01 8.23031e-17
9.15729e-01 4.77097e-17
9.18461e-01 2.42195e-17
9.21193e-01 9.64438e-18
9.23925e-01 2.13649e-18
9.26657e-01 1.42087e-19
9.29389e-01 2.36134e-18
9.32121e-01 7.71302e-18
9.34853e-01 1.53037e-17
9.37585e-01 2.44005e-17
9.40317e-01 3.44080e-17
9.43049e-01 4.48475e-17
9.45781e-01 5.53390e-17
9.48513e-01 6.55863e-17
9.51245e-01 7.53633e-17
9.53976e-01 8.45023e-17
9.56708e-01 9.28845e-17
9.59440e-01 1.00431e-16
9.62172e-01 1.07097e-16
9.64904e-01 1.12862e-16
9.67636e-01 1.17729e-16
9.70368e-01 1.21717e-16
